GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AJR001,AJV001,AJV002,AJX001,AJY001,AJY002,AJY003,AJY004,AJY005,AJZ001
"G4950395","1870","Utah Territory","495","Morgan","0395","Morgan",1972,69840,0,31530,0,0,0,0,0,40490
"G4950415","1870","Utah Territory","495","Piute","0415","Piute",82,0,0,0,0,0,0,0,0,0
"G4950435","1870","Utah Territory","495","Rich","0435","Rich",1955,22250,3990,29721,450,0,0,0,1225,26015
"G4950495","1870","Utah Territory","495","Salt Lake","0495","Salt Lake",18337,319800,15020,104196,2849,818,0,0,10753,96698
"G4950535","1870","Utah Territory","495","Sanpete","0535","Sanpete",6786,243506,27679,242504,0,0,0,14445,20634,241187
"G4950555","1870","Utah Territory","495","Sevier","0555","Sevier",19,2400,750,725,0,0,0,0,0,850
"G4950595","1870","Utah Territory","495","Summit","0595","Summit",2512,32369,12798,53461,0,0,0,311,8697,65353
"G4950615","1870","Utah Territory","495","Tooele","0615","Tooele",2177,113245,7342,60998,3670,0,0,1050,5123,122870
"G4950675","1870","Utah Territory","495","Utah","0675","Utah",12203,465627,90015,436264,18064,1891,0,9869,47130,376416
"G4950715","1870","Utah Territory","495","Wasatch","0715","Wasatch",1244,31179,9442,44365,100,0,0,1057,2775,51571
"G4950735","1870","Utah Territory","495","Washington","0735","Washington",3064,84815,20977,84355,4576,1,800,7182,9933,133856
"G4950755","1870","Utah Territory","495","Weber","0755","Weber",7858,264903,2390,199925,2590,0,0,0,0,172925
"G5000010","1870","Vermont","500","Addison","0010","Addison",23484,16001518,436446,3055768,42724,3671,118884,3409,431573,2304419
"G5000030","1870","Vermont","500","Bennington","0030","Bennington",21325,6340195,211621,1160545,9001,525,23332,1040,88514,887167
"G5000050","1870","Vermont","500","Caledonia","0050","Caledonia",22235,8438066,380709,2609673,28186,355,75314,7797,430111,1729437
"G5000070","1870","Vermont","500","Chittenden","0070","Chittenden",36480,14783046,491216,3098404,82071,6977,78778,3288,356660,2116498
"G5000090","1870","Vermont","500","Essex","0090","Essex",6811,1873965,86706,791092,7346,0,82516,5104,120802,431300
"G5000110","1870","Vermont","500","Franklin","0110","Franklin",30291,16663492,438093,3236782,36496,3800,17203,1086,296933,2294070
"G5000130","1870","Vermont","500","Grand Isle","0130","Grand Isle",4082,2579795,74641,497750,18743,1346,12186,278,52660,297333
"G5000150","1870","Vermont","500","Lamoille","0150","Lamoille",12448,5675180,209453,1520590,24365,150,8795,3830,161518,1060330
"G5000170","1870","Vermont","500","Orange","0170","Orange",23090,10205064,338500,2900786,121084,300,88841,2483,383243,2091368
"G5000190","1870","Vermont","500","Orleans","0190","Orleans",21035,8949310,395542,2552519,15219,1840,78829,10835,304020,1697469
"G5000210","1870","Vermont","500","Rutland","0210","Rutland",40651,14231526,508191,3458102,47567,7400,161958,4200,384185,2314499
"G5000230","1870","Vermont","500","Washington","0230","Washington",26520,11305586,565973,3666376,46056,5802,202970,8831,426780,2071255
"G5000250","1870","Vermont","500","Windham","0250","Windham",26036,9127096,483621,2619542,103022,7572,118226,4583,417735,2094560
"G5000270","1870","Vermont","500","Windsor","0270","Windsor",36063,13193240,629567,3479098,100361,2487,171097,124504,465885,2499130
"G5100010","1870","Virginia","510","Accomack","0010","Accomack",20409,2657265,82354,1118436,31459,0,0,175,175368,320628
"G5100030","1870","Virginia","510","Albemarle","0030","Albemarle",27544,5928975,116858,1133157,20182,609,5960,606,115438,519523
"G5100035","1870","Virginia","510","Alexandria","0035","Alexandria",16755,660875,15599,97024,2581,13166,0,0,5003,38831
"G5100050","1870","Virginia","510","Alleghany","0050","Alleghany",3674,744820,22132,177265,4645,0,0,2889,28268,111247
"G5100070","1870","Virginia","510","Amelia","0070","Amelia",9878,1725061,38456,391862,1203,1100,0,2338,56060,159385
"G5100090","1870","Virginia","510","Amherst","0090","Amherst",14900,1987119,41583,626433,10200,3348,5874,542,78018,257219
"G5100110","1870","Virginia","510","Appomattox","0110","Appomattox",8950,1540199,25150,277281,5512,47,18195,3947,14957,171866
"G5100150","1870","Virginia","510","Augusta","0150","Augusta",28763,10232552,284003,2130430,52796,313,20129,9686,346890,1086917
"G5100170","1870","Virginia","510","Bath","0170","Bath",3795,1394270,21152,153906,540,0,26,3655,29650,194584
"G5100190","1870","Virginia","510","Bedford","0190","Bedford",25327,3373549,98513,1158684,20182,1091,23383,14153,180167,449558
"G5100210","1870","Virginia","510","Bland","0210","Bland",4000,663119,17275,150067,1801,13,0,8759,42860,130153
"G5100230","1870","Virginia","510","Botetourt","0230","Botetourt",11329,2748574,72029,478607,7749,0,7465,3144,75036,282089
"G5100250","1870","Virginia","510","Brunswick","0250","Brunswick",13427,694602,30520,546327,3955,25,1097,3407,82458,199222
"G5100270","1870","Virginia","510","Buchanan","0270","Buchanan",3777,293994,6452,130526,5978,55,8447,15782,24413,114847
"G5100290","1870","Virginia","510","Buckingham","0290","Buckingham",13371,1998752,43639,410218,7756,0,255,2717,66288,204713
"G5100310","1870","Virginia","510","Campbell","0310","Campbell",28384,3048166,67232,858333,13378,10040,11569,3785,82237,402823
"G5100330","1870","Virginia","510","Caroline","0330","Caroline",15128,2359064,32409,410346,793,112,0,504,26874,229953
"G5100350","1870","Virginia","510","Carroll","0350","Carroll",9147,638494,24546,363993,10102,30,2347,18191,63800,198798
"G5100360","1870","Virginia","510","Charles City","0360","Charles City",4975,991352,49013,271086,0,0,0,0,35302,128661
"G5100370","1870","Virginia","510","Charlotte","0370","Charlotte",14513,2401030,45618,688314,1128,43,3985,9858,88345,279475
"G5100410","1870","Virginia","510","Chesterfield","0410","Chesterfield",18470,2315069,49635,430588,7251,15290,12888,215,42966,232861
"G5100430","1870","Virginia","510","Clarke","0430","Clarke",6670,4014970,59876,590764,5205,0,1295,14,110542,272641
"G5100450","1870","Virginia","510","Craig","0450","Craig",2942,861052,27612,192248,7683,6,100,7414,34525,157156
"G5100470","1870","Virginia","510","Culpeper","0470","Culpeper",12227,4041710,74408,583550,2492,227,9094,2047,111345,351697
"G5100490","1870","Virginia","510","Cumberland","0490","Cumberland",8142,1170312,25270,338062,12,32,0,0,35046,138077
"G5100530","1870","Virginia","510","Dinwiddie","0530","Dinwiddie",30702,1384876,32232,464837,3447,7605,15029,911,58111,159128
"G5100550","1870","Virginia","510","Elizabeth City","0550","Elizabeth City",8303,577239,7357,210249,585,3305,0,810,20084,51120
"G5100570","1870","Virginia","510","Essex","0570","Essex",9927,1652972,23345,325096,130,0,0,40,37335,161611
"G5100590","1870","Virginia","510","Fairfax","0590","Fairfax",12952,5885840,141907,939230,29241,22170,57963,460,108118,515823
"G5100610","1870","Virginia","510","Fauquier","0610","Fauquier",19690,9581486,151971,1634898,17264,1765,16335,32849,566947,1219331
"G5100630","1870","Virginia","510","Floyd","0630","Floyd",9824,1000650,28925,582824,22930,50,50,25331,88397,307542
"G5100650","1870","Virginia","510","Fluvanna","0650","Fluvanna",9875,1306339,33992,416242,3822,0,0,1513,59384,199270
"G5100670","1870","Virginia","510","Franklin","0670","Franklin",18264,1674512,65534,896106,30490,0,901,19658,140261,424533
"G5100690","1870","Virginia","510","Frederick","0690","Frederick",16596,4494430,124749,994911,42033,3405,27835,2233,160560,558575
"G5100710","1870","Virginia","510","Giles","0710","Giles",5875,979272,22125,239051,5069,18,300,7695,57254,178738
"G5100730","1870","Virginia","510","Gloucester","0730","Gloucester",10211,1128473,24998,295401,1168,1484,2963,231,58617,187358
"G5100750","1870","Virginia","510","Goochland","0750","Goochland",10313,1607600,84602,324781,1000,0,2690,3553,11354,347005
"G5100770","1870","Virginia","510","Grayson","0770","Grayson",9587,1059544,40913,428100,13315,0,0,26298,83658,325839
"G5100790","1870","Virginia","510","Greene","0790","Greene",4634,841995,20229,216060,2559,0,203,1873,36623,110356
"G5100810","1870","Virginia","510","Greensville","0810","Greensville",6362,909097,16263,395822,7384,0,12110,602,50413,116265
"G5100830","1870","Virginia","510","Halifax","0830","Halifax",27828,2545790,59135,1132251,350,33,50,3240,136877,358473
"G5100850","1870","Virginia","510","Hanover","0850","Hanover",16455,3295587,50908,671824,2695,35748,9824,337,65579,329492
"G5100870","1870","Virginia","510","Henrico","0870","Henrico",66179,5195650,87990,724845,40075,103750,27020,1325,56921,216497
"G5100890","1870","Virginia","510","Henry","0890","Henry",12303,819920,31529,492127,2305,0,575,4695,67188,197707
"G5100910","1870","Virginia","510","Highland","0910","Highland",4151,1811700,37836,277655,8041,0,496,7808,135309,418905
"G5100930","1870","Virginia","510","Isle Of Wight","0930","Isle Of Wight",8320,1145148,19337,373989,17197,0,50,0,94016,146407
"G5100950","1870","Virginia","510","James City","0950","James City",4425,311647,10516,135780,931,370,19745,159,19305,70025
"G5100970","1870","Virginia","510","King And Queen","0970","King And Queen",9709,981885,23263,341542,209,0,14818,2194,57826,163503
"G5100990","1870","Virginia","510","King George","0990","King George",5742,1320987,24775,286004,2322,40,2801,0,36595,146018
"G5101010","1870","Virginia","510","King William","1010","King William",7515,1728298,42085,418498,938,0,3405,0,44208,195474
"G5101030","1870","Virginia","510","Lancaster","1030","Lancaster",5355,849895,13802,112316,469,0,12466,0,911,91498
"G5101050","1870","Virginia","510","Lee","1050","Lee",13268,2184205,45535,647474,19638,0,265,43539,124462,377280
"G5101070","1870","Virginia","510","Loudoun","1070","Loudoun",20929,10877006,206700,2097904,24064,761,3182,2615,341448,1168311
"G5101090","1870","Virginia","510","Louisa","1090","Louisa",16332,2564753,51274,624693,2684,0,9722,574,92780,272220
"G5101110","1870","Virginia","510","Lunenburg","1110","Lunenburg",10403,891238,23425,370871,4551,0,710,3385,58706,169324
"G5101130","1870","Virginia","510","Madison","1130","Madison",8670,1753087,46807,488760,2065,6,0,170,75633,236832
"G5101150","1870","Virginia","510","Mathews","1150","Matthews",6200,825169,6701,120670,0,0,0,0,0,66077
"G5101170","1870","Virginia","510","Mecklenburg","1170","Mecklenburg",21318,2197841,59186,804125,9471,400,4183,10092,122329,316754
"G5101190","1870","Virginia","510","Middlesex","1190","Middlesex",4981,583200,15497,160908,1828,0,14569,144,25305,81666
"G5101210","1870","Virginia","510","Montgomery","1210","Montgomery",12556,2976295,63963,667378,15311,7,8527,12799,155366,396701
"G5101230","1870","Virginia","510","Nansemond","1230","Nansemond",11576,1197737,29963,498329,14432,7832,6012,1288,117592,174514
"G5101250","1870","Virginia","510","Nelson","1250","Nelson",13898,3042768,61464,641075,16302,240,3889,120,87899,338206
"G5101270","1870","Virginia","510","New Kent","1270","New Kent",4381,644940,25114,191842,530,470,25944,328,22680,88361
"G5101290","1870","Virginia","510","Norfolk","1290","Norfolk",46702,2755457,57632,718827,8657,236245,1599,406,44077,177980
"G5101310","1870","Virginia","510","Northampton","1310","Northampton",8046,1609493,31074,553348,5370,0,5189,2847,91153,170347
"G5101330","1870","Virginia","510","Northumberland","1330","Northumberland",6863,1129160,17838,423235,1691,3355,20839,6,42410,120301
"G5101350","1870","Virginia","510","Nottoway","1350","Nottoway",9291,1225536,22525,323513,365,5,17031,782,38147,105857
"G5101370","1870","Virginia","510","Orange","1370","Orange",10396,799148,55786,495220,5716,255,7980,54,87321,285963
"G5101390","1870","Virginia","510","Page","1390","Page",8462,1935974,51849,401002,10133,3134,6585,3229,82719,236778
"G5101410","1870","Virginia","510","Patrick","1410","Patrick",10161,351975,19935,400553,18292,200,233,18949,66420,177276
"G5101430","1870","Virginia","510","Pittsylvania","1430","Pittsylvania",31343,3390720,89799,1599734,4710,467,2215,14250,169293,475411
"G5101450","1870","Virginia","510","Powhatan","1450","Powhatan",7667,1449229,29007,488968,1070,0,5478,37,38373,162073
"G5101470","1870","Virginia","510","Prince Edward","1470","Prince Edward",12004,1707300,36277,356055,3233,550,15105,3027,43963,157092
"G5101490","1870","Virginia","510","Prince George","1490","Prince George",7820,969513,32097,383683,1795,2326,9414,230,43693,118163
"G5101510","1870","Virginia","510","Princess Anne","1510","Princess Anne",8273,1412328,40982,622615,5797,17365,250,4937,102376,275553
"G5101530","1870","Virginia","510","Prince William","1530","Prince William",7504,2193552,51949,414568,7517,0,19796,1260,79784,304892
"G5101550","1870","Virginia","510","Pulaski","1550","Pulaski",6538,2500533,44286,177489,587,0,320,3301,0,351530
"G5101570","1870","Virginia","510","Rappahannock","1570","Rappahannock",8261,1847386,47830,577985,12798,0,12832,2150,162945,358766
"G5101590","1870","Virginia","510","Richmond","1590","Richmond",6503,1000685,15655,321724,766,1,1287,1333,37862,82485
"G5101610","1870","Virginia","510","Roanoke","1610","Roanoke",9350,3235520,63578,567955,21165,0,10606,1601,85536,301285
"G5101630","1870","Virginia","510","Rockbridge","1630","Rockbridge",16058,3950537,88572,722273,20972,1750,9776,6436,137996,440347
"G5101650","1870","Virginia","510","Rockingham","1650","Rockingham",23668,9218090,241655,1557971,42790,0,90,6610,340797,1050409
"G5101670","1870","Virginia","510","Russell","1670","Russell",11103,1662746,45908,410249,13670,0,124,35818,92054,469105
"G5101690","1870","Virginia","510","Scott","1690","Scott",13036,1181395,35467,344562,15197,3,12744,25161,86522,324857
"G5101710","1870","Virginia","510","Shenandoah","1710","Shenandoah",14936,4409310,116037,893058,7896,90,4255,9958,180735,516015
"G5101730","1870","Virginia","510","Smyth","1730","Smyth",8898,1755188,31411,306282,9776,0,33,11061,78937,261854
"G5101750","1870","Virginia","510","Southampton","1750","Southampton",12285,1203975,38885,539316,18700,130,510,99,130964,205942
"G5101770","1870","Virginia","510","Spotsylvania","1770","Spotsylvania",11728,1789206,37967,311739,4496,50,6397,728,24696,157948
"G5101790","1870","Virginia","510","Stafford","1790","Stafford",6420,1490483,36725,255864,1234,202,11281,0,36237,158226
"G5101810","1870","Virginia","510","Surry","1810","Surry",5585,759957,19004,212622,6298,2700,39166,0,233,91862
"G5101830","1870","Virginia","510","Sussex","1830","Sussex",7885,772499,19584,300131,9893,0,1120,1214,53828,122601
"G5101850","1870","Virginia","510","Tazewell","1850","Tazewell",10791,2374906,39707,347905,50,0,0,23920,105407,422581
"G5101870","1870","Virginia","510","Warren","1870","Warren",5716,2041435,49048,524506,12507,184,4079,7433,58970,230197
"G5101890","1870","Virginia","510","Warwick","1890","Warwick",1672,412360,4133,48535,0,0,0,0,0,27430
"G5101910","1870","Virginia","510","Washington","1910","Washington",16816,3435203,80664,942725,14869,800,22096,11511,184231,575073
"G5101930","1870","Virginia","510","Westmoreland","1930","Westmoreland",7682,1298843,19912,261239,90,0,556,65,31120,141165
"G5101950","1870","Virginia","510","Wise","1950","Wise",4785,509894,9457,121144,7696,0,280,14781,34982,142860
"G5101970","1870","Virginia","510","Wythe","1970","Wythe",11611,2442561,57361,319753,3572,101,855,10311,118587,359187
"G5101990","1870","Virginia","510","York","1990","York",7198,484734,17159,176478,435,198,0,105,35700,112595
"G5350015","1870","Washington Territory","535","Chihallis","0015","Chihallis",401,102530,9710,44785,900,600,0,0,12149,45240
"G5350035","1870","Washington Territory","535","Clallam","0035","Clallam",408,103675,10960,81893,1846,7230,0,0,4497,64552
"G5350055","1870","Washington Territory","535","Clark","0055","Clark",3081,589850,29839,181361,6547,1550,2938,24691,34341,194182
"G5350095","1870","Washington Territory","535","Cowlitz","0095","Cowlitz",730,212550,7623,54986,1225,0,1340,4149,14398,45499
"G5350115","1870","Washington Territory","535","Island","0115","Island",626,194020,15175,79318,5015,5910,0,0,9770,58526
"G5350135","1870","Washington Territory","535","Jefferson","0135","Jefferson",1268,106810,6770,78272,5187,18093,4550,0,6429,37674
"G5350155","1870","Washington Territory","535","King","0155","King",2120,262980,10680,82505,5583,0,0,0,15067,79904
"G5350175","1870","Washington Territory","535","Kitsap","0175","Kitsap",866,4500,190,2300,150,0,0,0,0,9220
"G5350195","1870","Washington Territory","535","Klikatat","0195","Klikatat",329,72365,3288,215334,355,0,0,0,15033,99736
"G5350215","1870","Washington Territory","535","Lewis","0215","Lewis",888,354450,26585,107397,2930,5180,175,0,25027,97750
"G5350235","1870","Washington Territory","535","Mason","0235","Mason",289,24000,1000,10285,1700,400,0,0,0,14250
"G5350255","1870","Washington Territory","535","Pacific","0255","Pacific",738,68855,3635,22150,755,0,2415,0,9658,42425
"G5350275","1870","Washington Territory","535","Pierce","0275","Pierce",1409,175250,18976,76570,1430,0,0,0,19834,106532
"G5350295","1870","Washington Territory","535","The Disputed Islands","0295","The Disputed Islands",554,,,,,,,,,
"G5350355","1870","Washington Territory","535","Skamania","0355","Skamania",133,17050,360,27168,0,0,0,0,1292,6393
"G5350395","1870","Washington Territory","535","Snohomish","0395","Snohomish",599,81570,2314,48855,290,6090,0,0,3575,25305
"G5350435","1870","Washington Territory","535","Stevens","0435","Stevens",734,33181,9354,45708,0,0,0,0,6127,49306
"G5350455","1870","Washington Territory","535","Thurston","0455","Thurston",2246,376365,22615,133395,6705,12635,6287,0,32013,153825
"G5350475","1870","Washington Territory","535","Wahkiakum","0475","Wahkiakum",270,11900,490,4314,400,0,0,0,675,3860
"G5350495","1870","Washington Territory","535","Walla Walla","0495","Walla Walla",5300,989805,89676,503602,28970,4634,1700,10,48555,713911
