GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG1001,AG1002,AG1003,AG1004,AG1005,AG1006,AG1007,AG1008,AG1009,AG1010,AG1011,AG1012,AG1013,AG1014,AG1015,AG1016,AG1017,AG1018,AG1019,AG1020,AG1021,AG1022,AG1023,AG1024,AG1025,AG1026,AG1027,AG1028,AG1029,AG1030,AG1031,AG1032,AG1033
"G4802410","1860","Texas","480","Jasper","2410","Jasper",698,23,51686,234,2,1305,182016,496,6566,155,20654,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,1869,0,732,0,0,23
"G4802450","1860","Texas","480","Jefferson","2450","Jefferson",0,0,6740,0,0,15,4032,68,439,191,3871,0,0,4,286,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,337
"G4802510","1860","Texas","480","Johnson","2510","Johnson",45496,475,35909,4432,0,1041,16608,3669,391,289,1785,1444,17,0,4009,127,254,1353,161,0,0,0,0,1,0,0,0,0,0,0,3083,20,403
"G4802530","1860","Texas","480","Jones","2530","Jones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802550","1860","Texas","480","Karnes","2550","Karnes",0,8,17464,0,0,0,10896,1182,31,11,230,0,0,21,2042,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802570","1860","Texas","480","Kaufman","2570","Kaufman",22015,193,40496,4038,0,0,18288,1835,15,70,2052,256,0,0,6185,343,228,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,180,1962
"G4802650","1860","Texas","480","Kerr","2650","Kerr",101,0,368,0,0,0,0,458,10,0,47,0,0,0,1126,34,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47
"G4802670","1860","Texas","480","Kimble","2670","Kimble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802710","1860","Texas","480","Kinney","2710","Kinney",8420,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802750","1860","Texas","480","Knox","2750","Knox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802770","1860","Texas","480","Lamar","2770","Lamar",20835,200,147332,12527,0,41,201168,6315,2844,919,9710,466,16,0,8940,77,2847,0,709,0,0,0,0,0,0,0,0,0,0,0,3917,323,2179
"G4802810","1860","Texas","480","Lampasas","2810","Lampasas",6034,9,2710,122,0,0,720,464,16,0,60,0,0,0,1128,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,123
"G4802830","1860","Texas","480","La Salle","2830","La Salle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802850","1860","Texas","480","Lavaca","2850","Lavaca",296,23,73007,0,0,0,279744,7,0,70,1481,0,0,129,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802890","1860","Texas","480","Leon","2890","Leon",329,1807,94542,670,0,0,320400,2187,4560,663,15005,71,0,0,8302,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,1574
"G4802910","1860","Texas","480","Liberty","2910","Liberty",0,0,40276,0,0,0,75120,144,836,635,6856,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,244,0,109,0,326,600
"G4802930","1860","Texas","480","Limestone","2930","Limestone",10332,6395,84520,2360,0,0,62544,10676,1613,273,4557,474,0,125,5017,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,567,15,53
"G4802970","1860","Texas","480","Live Oak","2970","Live Oak",0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802990","1860","Texas","480","Llano","2990","Llano",128,0,363,5,0,0,0,279,69,0,55,0,0,0,17,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803070","1860","Texas","480","McCulloch","3070","Mcculloch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803090","1860","Texas","480","McLennan","3090","Mclennan",40023,1041,86420,3886,0,0,111792,6659,497,89,1968,349,69,0,7007,100,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,51,651
"G4803110","1860","Texas","480","McMullen","3110","Mcmullen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803130","1860","Texas","480","Madison","3130","Madison",62,1106,30004,164,0,0,68928,1613,0,136,2646,8,0,0,1941,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803150","1860","Texas","480","Marion","3150","Marion",1983,749,52028,1691,0,0,177984,143,4952,65,8354,0,0,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"G4803190","1860","Texas","480","Mason","3190","Mason",0,0,76,0,0,0,0,225,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803210","1860","Texas","480","Matagorda","3210","Matagorda",0,0,66436,0,0,95,405792,2302,120,187,16800,0,0,0,79,0,0,0,167,0,0,0,0,0,0,0,0,41194,0,4535,0,0,45
"G4803230","1860","Texas","480","Maverick","3230","Maverick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803250","1860","Texas","480","Medina","3250","Medina",0,0,0,0,0,0,192,0,0,0,0,0,0,0,92,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803275","1860","Texas","480","Menora","3275","Menora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803310","1860","Texas","480","Milam","3310","Milam",8155,39,51718,182,0,0,107424,2118,183,52,1104,186,0,0,6015,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,16,1365
"G4803370","1860","Texas","480","Montague","3370","Montague",0,0,2045,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803390","1860","Texas","480","Montgomery","3390","Montgomery",0,0,189458,7,0,0,385728,663,631,578,11662,0,0,0,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"G4803470","1860","Texas","480","Nacogdoches","3470","Nacogdoches",5736,1748,171677,2755,1,217,285792,1616,4532,1417,18440,868,0,1,9675,21,18,0,0,0,0,0,0,1,0,12,0,0,0,0,262,432,3544
"G4803490","1860","Texas","480","Navarro","3490","Navarro",23513,2878,79910,4284,0,0,111792,5789,303,7,6014,1473,55,64,6622,42,675,0,0,0,0,0,0,0,0,0,0,0,0,0,535,16,105
"G4803510","1860","Texas","480","Newton","3510","Newton",159,15,36305,10,21,2268,100368,441,7538,265,15136,0,0,4,1668,9,0,0,0,0,0,0,0,0,0,0,0,81,0,243,0,14,128
"G4803550","1860","Texas","480","Nueces","3550","Nueces",0,0,750,0,0,0,1872,7128,77,207,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9
"G4803610","1860","Texas","480","Orange","3610","Orange",0,0,7954,63,14,2,12048,121,681,294,4008,0,0,0,448,0,718,0,0,0,0,0,0,0,0,0,0,1625,0,1110,0,63,580
"G4803630","1860","Texas","480","Palo Pinto","3630","Palo Pinto",3791,69,4430,451,0,0,816,1141,144,53,505,86,0,0,1997,154,26,0,70,0,0,0,0,0,0,0,0,0,0,0,386,45,235
"G4803650","1860","Texas","480","Panola","3650","Panola",3992,547,150535,4893,0,525,397008,1725,12527,2998,28754,0,0,0,7345,2,10144,0,42,0,0,0,0,0,0,0,0,0,0,0,0,131,1314
"G4803670","1860","Texas","480","Parker","3670","Parker",22420,39,36362,6340,0,0,0,0,645,422,3399,0,0,0,4093,53,569,0,31,0,0,0,0,0,0,0,0,0,0,1687,0,20,158
"G4803730","1860","Texas","480","Polk","3730","Polk",60,90,135403,356,2,82,446736,343,15978,38,20848,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803770","1860","Texas","480","Presidio","3770","Presidio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803870","1860","Texas","480","Red River","3870","Red River",25847,445,135523,5921,0,410,382560,1713,1721,482,12031,1266,81,14,4868,24,7866,0,0,0,0,0,0,0,0,0,0,0,0,760,0,57,423
"G4803910","1860","Texas","480","Refugio","3910","Refugio",0,0,13393,0,0,0,11040,36,0,6,979,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803950","1860","Texas","480","Robertson","3950","Robertson",1297,869,65062,173,0,0,310416,10749,0,544,5484,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803990","1860","Texas","480","Runnels","3990","Runnels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804010","1860","Texas","480","Rusk","4010","Rusk",17411,4071,300639,9446,7,41,565968,1896,12629,3302,32777,104,5,0,16214,0,350,0,0,0,0,0,0,0,0,0,0,0,0,12,0,62,2459
"G4804030","1860","Texas","480","Sabine","4030","Sabine",622,75,40261,388,483,41,102000,357,739,413,8020,0,0,0,1242,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1589
"G4804050","1860","Texas","480","San Augustine","4050","San Augustine",5224,72,66335,2506,1,27,1504416,702,4136,489,8317,0,0,0,4038,0,0,0,14,0,0,0,0,0,0,0,0,8125,0,19,0,8,77
"G4804090","1860","Texas","480","San Patricio","4090","San Patricio",0,0,219,0,0,0,0,1159,146,0,240,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4804110","1860","Texas","480","San Saba","4110","San Saba",1082,0,858,4,0,0,144,749,0,0,106,0,0,0,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,68
"G4804170","1860","Texas","480","Shackelford","4170","Shackelford",214,15,230,68,0,0,2736,0,0,0,0,0,0,0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"G4804190","1860","Texas","480","Shelby","4190","Shelby",2359,195,77039,852,0,140,195456,1333,4633,1457,21546,15,0,0,6453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,433
"G4804230","1860","Texas","480","Smith","4230","Smith",25961,1814,278450,6437,0,20,468624,2630,14008,2763,32151,410,0,4,10226,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,168,0,4538
"G4804270","1860","Texas","480","Starr","4270","Starr",0,0,1203,0,0,0,0,7006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4804390","1860","Texas","480","Tarrant","4390","Tarrant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804410","1860","Texas","480","Taylor","4410","Taylor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804470","1860","Texas","480","Throckmorton","4470","Throckmorton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804490","1860","Texas","480","Titus","4490","Titus",11028,1937,150137,4033,1,0,246192,4047,10995,1577,22159,263,29,6,11514,14,44,0,44,0,0,0,0,0,0,0,0,0,0,114,0,138,1978
"G4804530","1860","Texas","480","Travis","4530","Travis",28533,1109,63381,3602,0,0,139152,4224,615,357,4287,2342,0,511,7180,40,2952,20,36,0,0,0,0,0,0,0,0,9750,0,0,11269,59,504
"G4804550","1860","Texas","480","Trinity","4550","Trinity",337,0,43624,34,0,19,141360,596,4311,1339,11381,0,0,0,3634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4804570","1860","Texas","480","Tyler","4570","Tyler",176,130,61414,860,22,24,187536,432,15691,6409,20494,0,0,0,1593,4,0,0,0,0,0,0,0,0,0,0,0,81,0,459,0,45,1391
"G4804590","1860","Texas","480","Upshur","4590","Upshur",7462,1173,186000,2373,0,0,382320,63,0,48,27999,0,0,0,5355,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,769
"G4804630","1860","Texas","480","Uvalde","4630","Uvalde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4804670","1860","Texas","480","Van Zandt","4670","Van Zandt",5043,1221,36020,1406,1,115,31392,1418,1645,522,4270,41,0,0,4123,107,96,0,0,0,0,0,0,0,0,0,0,0,0,0,679,43,492
"G4804690","1860","Texas","480","Victoria","4690","Victoria",649,9,59602,0,0,0,106176,144,323,707,5782,0,0,1243,1230,54,2689,0,56,0,0,0,0,0,0,0,0,0,0,0,0,27,381
"G4804710","1860","Texas","480","Walker","4710","Walker",1591,69,145051,799,0,0,575040,716,1018,704,19283,87,0,0,4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,110
"G4804770","1860","Texas","480","Washington","4770","Washington",4641,1726,248924,830,0,0,1114608,5498,804,1780,6614,1226,21,554,3957,9,7481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,386,733
"G4804790","1860","Texas","480","Webb","4790","Webb",0,0,0,0,0,0,0,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4804810","1860","Texas","480","Wharton","4810","Wharton",1428,0,89286,27,0,0,551760,198,132,416,13580,23,0,43,1515,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,22,211
"G4804910","1860","Texas","480","Williamson","4910","Williamson",64528,457,33164,1873,0,0,13008,5939,27,20,937,122,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,107,1107
"G4804970","1860","Texas","480","Wise","4970","Wise",13791,2,10470,1352,0,0,0,2206,496,0,884,268,0,0,180,1,0,0,147,0,0,0,0,0,0,0,0,0,0,0,1535,1,92
"G4804990","1860","Texas","480","Wood","4990","Wood",9565,816,59886,1250,0,39,53184,1671,2658,684,9414,57,0,0,3747,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,370,102,924
"G4805030","1860","Texas","480","Young","5030","Young",296,0,3349,162,0,0,0,0,21,2,95,0,0,0,733,51,53,0,22,0,0,0,0,0,0,0,0,0,0,0,115,0,8
"G4805050","1860","Texas","480","Zapata","5050","Zapata",0,0,2507,0,0,0,0,4442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4805070","1860","Texas","480","Zavala","5070","Zavala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4950015","1860","Utah Territory","495","Beaver","0015","Beaver",11964,0,156,403,0,0,144,300,11,1806,0,65,0,0,575,139,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0
"G4950035","1860","Utah Territory","495","Box Elder","0035","Box Elder",18439,8,3341,1581,0,0,0,371,191,2716,0,452,0,0,2045,96,10889,0,0,0,0,0,0,26,0,0,0,0,0,0,986,0,0
"G4950055","1860","Utah Territory","495","Cache","0055","Cache",29928,0,3669,988,0,0,4800,712,298,3615,0,335,11,0,2854,64,13823,0,0,0,0,0,0,13,0,0,0,0,0,0,1336,0,0
"G4950075","1860","Utah Territory","495","Carson","0075","Carson",3653,75,212,300,0,0,0,59,9,2104,96,897,0,0,639,0,19386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950095","1860","Utah Territory","495","Cedar","0095","Cedar",6347,0,170,156,0,0,0,92,0,636,0,13,0,0,337,82,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950115","1860","Utah Territory","495","Davis","0115","Davis",40973,289,5257,1198,0,0,0,1426,204,4151,0,1706,0,0,2748,154,13569,0,0,0,0,7571,0,49,14,0,0,0,0,0,3174,0,0
"G4950135","1860","Utah Territory","495","Deseret","0135","Deseret",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4950215","1860","Utah Territory","495","Greasewood","0215","Greasewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4950255","1860","Utah Territory","495","Green River","0255","Green River",0,0,0,850,0,0,0,0,0,74,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950275","1860","Utah Territory","495","Humboldt","0275","Humboldt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4950295","1860","Utah Territory","495","Iron","0295","Iron",29821,8,722,939,0,0,0,938,21,2838,0,146,0,0,638,73,3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950315","1860","Utah Territory","495","Juab","0315","Juab",9874,0,967,472,0,0,0,519,4,1218,0,0,0,0,677,89,5282,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0
"G4950375","1860","Utah Territory","495","Millard","0375","Millard",13045,0,167,336,0,0,0,273,15,1183,0,0,0,0,1014,398,4179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950495","1860","Utah Territory","495","Salt Lake","0495","Salt Lake",42680,128,8095,2479,0,0,0,2411,534,8422,0,1525,14,17,3275,182,23415,5,111,3,0,67,0,83,0,0,0,0,35,0,3867,0,0
"G4950535","1860","Utah Territory","495","Sanpete","0535","Sanpete",56548,0,775,5681,0,0,144,1723,59,5792,0,44,4,0,2702,160,29320,0,133,0,0,0,0,3,1,0,0,0,0,0,533,0,0
"G4950575","1860","Utah Territory","495","Shambip","0575","Shambip",3204,0,34,129,0,0,0,82,0,292,0,0,0,0,149,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950595","1860","Utah Territory","495","Summit","0595","Summit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4950605","1860","Utah Territory","495","St Marys","0605","St Marys",51,0,0,68,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950615","1860","Utah Territory","495","Tooele","0615","Tooele",7754,0,1228,351,0,0,0,655,64,754,0,19,0,0,1028,50,8383,0,170,0,0,0,0,1,2,0,0,0,0,0,7,0,0
"G4950675","1860","Utah Territory","495","Utah","0675","Utah",75190,39,6259,4393,0,0,0,2283,26,12956,0,857,0,0,3790,222,38141,0,0,1,0,0,0,6,0,0,0,0,0,0,2150,0,0
"G4950695","1860","Utah Territory","495","Walade","0695","Walade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4950735","1860","Utah Territory","495","Washington","0735","Washington",5391,0,1765,73,0,0,1440,450,127,548,0,6,0,0,557,268,149,10,0,45,0,0,0,60,12,0,0,0,0,0,6337,0,0
"G4950755","1860","Utah Territory","495","Weber","0755","Weber",41433,110,9016,1463,0,0,0,1222,296,5169,0,617,7,0,3842,156,11257,0,0,0,0,0,0,20,9,0,0,0,0,0,1929,0,0
"G5000010","1860","Vermont","500","Addison","0010","Addison",55919,12952,117708,129963,0,0,0,234773,12985,137445,0,2010,7376,222,183591,97443,941441,5,2601,2439,0,0,0,128,0,0,21240,0,239,0,0,217,3461
"G5000030","1860","Vermont","500","Bennington","0030","Bennington",9216,12962,102315,86965,0,0,0,118313,2857,103056,0,2983,13709,76,71258,52457,443353,10,1107,2,0,0,0,788,2,0,30229,0,829,0,0,489,1938
"G5000050","1860","Vermont","500","Caledonia","0050","Caledonia",34619,3874,40471,143933,0,6,0,50864,2272,277593,8,4454,6671,0,198688,6563,729158,1680,773,5374,0,0,0,10,5,0,111196,0,54,0,0,39,585
"G5000070","1860","Vermont","500","Chittenden","0070","Chittenden",36805,16961,161002,137825,0,0,0,52677,7353,161303,0,2061,6550,113,217227,235791,649889,178,1859,500,0,0,0,0,0,0,32110,0,974,0,0,354,1663
"G5000090","1860","Vermont","500","Essex","0090","Essex",6060,2853,6067,40084,0,0,0,10455,1520,80712,0,1751,11693,11,39920,7850,197781,272,1537,5848,0,0,0,52,18,0,18995,0,445,0,0,57,686
"G5000110","1860","Vermont","500","Franklin","0110","Franklin",54411,7647,111619,136092,0,0,0,68106,9953,162146,0,4528,8977,1,374745,120081,912467,89,3286,747,0,0,0,0,0,0,84373,0,404,0,0,288,1729
"G5000130","1860","Vermont","500","Grand Isle","0130","Grand Isle",19653,1266,23387,65859,0,0,0,28149,10972,27345,31,9051,7672,19,12770,1628,58854,10,300,400,0,0,0,0,0,0,2599,0,0,0,0,140,1013
"G5000150","1860","Vermont","500","Lamoille","0150","Lamoille",13531,5240,39628,64721,0,0,0,27129,1549,178968,0,595,7626,0,141738,11896,431168,59,962,13603,0,0,0,21,440,0,60511,0,148,0,0,88,1145
"G5000170","1860","Vermont","500","Orange","0170","Orange",42343,8363,121061,128065,0,0,0,153137,5638,257287,0,2823,22577,28,151088,32029,837771,894,1027,16226,0,0,0,56,52,0,88079,0,1793,0,0,99,3070
"G5000190","1860","Vermont","500","Orleans","0190","Orleans",39925,8915,38098,141914,0,0,0,56525,1075,273819,274,14007,9962,0,195029,12002,633800,3251,5080,32238,0,0,0,17,8,0,83712,0,0,0,0,44,1434
"G5000210","1860","Vermont","500","Rutland","0210","Rutland",19445,18343,223797,123588,0,0,0,276290,3673,221121,0,572,6776,113,207833,223043,946354,25,792,4367,0,0,0,0,0,0,61719,0,806,0,0,722,3755
"G5000230","1860","Vermont","500","Washington","0230","Washington",19916,5224,88944,152368,0,0,0,67744,2496,207465,0,2123,8172,87,258327,31030,844858,287,1854,7112,0,0,0,31,5,0,105076,0,125,0,0,235,5186
"G5000250","1860","Vermont","500","Windham","0250","Windham",25438,11271,169512,81857,0,3030,0,91601,3968,199803,0,3150,3007,47,152614,27856,870803,2267,866,13726,0,0,0,13,5,0,92569,0,5753,0,0,127,1218
"G5000270","1860","Vermont","500","Windsor","0270","Windsor",51017,16437,251295,127782,0,25,0,292522,6462,233616,5,2173,12228,44,180225,43984,1186107,3053,10748,25152,0,0,0,4,0,0,98390,0,3058,0,0,268,4940
"G5100010","1860","Virginia","510","Accomack","0010","Accomack",29929,1082,287370,124508,0,0,0,1481,2494,8359,107140,0,8,0,3748,0,0,0,0,0,0,0,0,161,146,0,0,0,0,0,41,73,998
"G5100030","1860","Virginia","510","Albemarle","0030","Albemarle",308353,5764,335667,73193,0,488646,0,7245,2382,8814,5825,0,95,121,17158,0,58061,4053,3809,1,24,144,9,315,478,0,0,0,0,0,0,260,2913
"G5100035","1860","Virginia","510","Alexandria","0035","Alexandria",5615,3549,15794,5772,0,0,0,76,174,5401,126,3,426,0,861,0,15899,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,39
"G5100050","1860","Virginia","510","Alleghany","0050","Alleghany",22090,2678,53122,18572,0,7951,0,737,353,3882,134,0,987,12,3714,19,10591,165,954,8,0,0,0,115,232,0,477,0,447,0,636,50,532
"G5100070","1860","Virginia","510","Amelia","0070","Amelia",126684,0,130461,34259,0,378993,0,2174,2873,2674,4520,0,0,24,4959,0,2829,0,0,0,0,0,0,2,3,0,0,0,0,0,0,171,897
"G5100090","1860","Virginia","510","Amherst","0090","Amherst",106193,1652,144352,40816,0,256249,0,1355,1884,10188,5568,22,365,114,9361,0,16381,802,1209,21,2,0,6,28,24,0,0,0,0,0,0,325,1613
"G5100110","1860","Virginia","510","Appomattox","0110","Appomattox",40164,76,77996,37183,0,159962,0,1871,3102,4375,4811,17,34,290,6631,0,4038,70,662,19,0,0,0,295,232,24,0,0,0,0,0,267,1269
"G5100150","1860","Virginia","510","Augusta","0150","Augusta",313550,44259,346164,65069,0,3665,0,6446,1929,15823,653,277,3656,327,37458,604,189978,41793,8179,79,0,0,0,272,469,0,53,0,5146,0,0,244,2567
"G5100155","1860","Virginia","510","Barbour","0155","Barbour",38592,3691,90832,10091,0,54,0,4504,530,6385,309,0,7661,3,13415,342,59717,210,678,0,0,0,0,583,236,0,4413,0,6916,0,2,12,273
"G5100170","1860","Virginia","510","Bath","0170","Bath",15617,4460,32831,9047,0,322,0,2163,386,4047,19,0,3171,0,3681,19,17651,256,336,1,0,0,0,308,147,143,368,0,271,0,210,107,892
"G5100190","1860","Virginia","510","Bedford","0190","Bedford",324643,1612,206637,113821,0,379178,0,3918,10001,14453,12130,5,648,618,28802,46,55162,2896,8190,43,0,0,6,569,1601,478,0,0,0,0,37,1594,8394
"G5100195","1860","Virginia","510","Berkeley","0195","Berkeley",242328,14377,126742,25900,0,0,0,6571,0,7016,0,380,558,0,13286,38,70352,12219,1451,0,0,0,0,0,0,0,0,0,0,0,0,125,207
"G5100215","1860","Virginia","510","Boone","0215","Boone",15584,861,66152,2718,1,1686,0,1087,1539,3929,2747,15,75,0,4919,0,648,0,0,4,0,0,0,232,131,0,230,0,2643,0,0,457,10101
"G5100230","1860","Virginia","510","Botetourt","0230","Botetourt",165930,2328,106670,36223,0,78791,0,2193,675,5954,1459,0,266,62,11207,123,40322,5421,3061,17,0,17,0,356,449,0,0,0,174,0,0,196,1984
"G5100233","1860","Virginia","510","Braxton","0233","Braxton",22813,465,56465,6016,0,1398,0,1635,983,3071,723,5,282,0,3633,7,6964,40,139,5,0,0,1,398,282,0,1002,0,5691,0,0,129,918
"G5100237","1860","Virginia","510","Brooke","0237","Brooke",23960,2700,65376,22095,0,0,0,20299,126,7581,256,12739,2033,1,11647,143,47698,165,828,23,0,0,0,1,0,0,216,0,1550,0,205,12,727
"G5100250","1860","Virginia","510","Brunswick","0250","Brunswick",144998,59,196790,29935,1,448385,576,2171,3573,3207,21145,0,0,0,5671,0,55950,0,28,4,0,0,0,19,5,0,0,0,0,0,0,223,1052
"G5100270","1860","Virginia","510","Buchanan","0270","Buchanan",5267,658,26669,3103,0,213,0,605,738,1140,839,6,104,0,2698,2,96,0,50,0,0,0,0,225,158,0,211,0,61,0,191,652,3604
"G5100290","1860","Virginia","510","Buckingham","0290","Buckingham",117219,406,134242,60565,0,429930,19200,3255,3154,5957,5867,0,2,99,7684,1,8891,35,272,13,0,0,2,192,124,0,0,0,0,0,0,334,1609
"G5100293","1860","Virginia","510","Cabell","0293","Cabell",67029,274,114177,6364,0,6172,0,1674,435,4114,1536,0,186,57,3754,0,8488,0,92,0,0,0,0,84,69,0,273,0,5183,0,260,70,894
"G5100297","1860","Virginia","510","Calhoun","0297","Calhoun",10949,43,32130,2184,0,709,0,890,789,2253,269,0,280,6,5067,9,8191,0,50,1,0,0,0,245,114,0,621,0,392,0,3801,80,1069
"G5100310","1860","Virginia","510","Campbell","0310","Campbell",153693,162,124816,51955,0,315506,8352,2733,3185,6913,5777,0,3,169,8954,1,15146,281,2446,4,0,0,0,340,415,0,0,0,17,0,0,306,1660
"G5100330","1860","Virginia","510","Caroline","0330","Caroline",218856,9505,299346,28616,0,316297,0,2513,2770,4056,10853,0,52,206,6827,0,28321,431,170,4,0,0,0,0,0,0,0,0,0,0,0,43,456
"G5100350","1860","Virginia","510","Carroll","0350","Carroll",31420,13918,59906,25859,0,2209,480,2521,353,3708,729,20,3068,3,6672,253,23030,536,973,3,0,0,0,687,1033,48,0,0,120,0,0,412,2417
"G5100360","1860","Virginia","510","Charles City","0360","Charles City",129459,0,91577,13716,0,3414,0,750,74,1365,2716,0,0,0,2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"G5100370","1860","Virginia","510","Charlotte","0370","Charlotte",164828,42,172007,66010,0,509996,288,3068,4983,3814,8366,0,2,378,6672,0,3215,0,281,27,1,0,0,206,197,0,0,0,0,0,0,308,2151
"G5100410","1860","Virginia","510","Chesterfield","0410","Chesterfield",136017,421,168420,34387,66,125961,0,1549,2126,4761,9094,15,42,1334,5650,1,4301,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,169
"G5100430","1860","Virginia","510","Clarke","0430","Clarke",336756,10812,116014,18090,0,90,0,5625,15,6057,0,325,166,17,5636,8,27384,3462,403,0,0,0,0,0,0,0,0,0,0,0,7,126,1454
"G5100435","1860","Virginia","510","Clay","0435","Clay",4522,316,20383,2091,0,2361,0,558,493,1580,447,0,92,0,2313,0,149,0,0,0,0,0,0,150,21,0,171,0,58,0,2096,100,989
